@RELATION "B3 - RADL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
69.8509,3.4284,2.9368,0.0491,54.0137,68.9554,3.3844,2.8992,0.0491,53.3212,4.4423,0
68.9554,3.3844,2.8992,0.0491,53.3212,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,69.1047,3.3917,2.9054,0.0491,53.4366,4.4519,0
69.1047,3.3917,2.9054,0.0491,53.4366,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,69.2539,3.3991,2.9117,0.0491,53.552,4.4615,0
69.2539,3.3991,2.9117,0.0491,53.552,69.9703,3.4342,2.9418,0.0491,54.106,4.5077,0
69.9703,3.4342,2.9418,0.0491,54.106,70.8957,3.4797,2.9807,0.0491,54.8216,4.5673,0
70.8957,3.4797,2.9807,0.0491,54.8216,70.7465,3.4723,2.9745,0.0491,54.7062,4.5577,0
70.7465,3.4723,2.9745,0.0491,54.7062,68.836,3.3786,2.8941,0.0491,53.2289,4.4346,0
68.836,3.3786,2.8941,0.0491,53.2289,69.2539,3.3991,2.9117,0.0491,53.552,4.4615,0
69.2539,3.3991,2.9117,0.0491,53.552,69.0151,3.3873,2.9017,0.0491,53.3674,4.4462,0
69.0151,3.3873,2.9017,0.0491,53.3674,69.2539,3.3991,2.9117,0.0491,53.552,4.4615,0
69.2539,3.3991,2.9117,0.0491,53.552,69.2241,3.3976,2.9105,0.0491,53.5289,4.4596,0
69.2241,3.3976,2.9105,0.0491,53.5289,68.3584,3.3551,2.8741,0.0491,52.8595,4.4038,0
68.3584,3.3551,2.8741,0.0491,52.8595,68.0599,3.3405,2.8615,0.0491,52.6287,4.3846,0
68.0599,3.3405,2.8615,0.0491,52.6287,65.4927,3.2145,2.7536,0.0491,50.6436,4.2192,0
