@RELATION "B3 - BRFS3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
28.0818,2.2295,2.4884,0.0794,26.7287,28.3198,2.2484,2.5095,0.0794,26.9552,28.2722,2.2446,2.5053,0.0794,26.9099,28.7482,2.2824,2.5475,0.0794,27.363,27.1299,2.1539,2.4041,0.0794,25.8227,28.5,1
27.1299,2.1539,2.4041,0.0794,25.8227,28.0818,2.2295,2.4884,0.0794,26.7287,28.3198,2.2484,2.5095,0.0794,26.9552,28.2722,2.2446,2.5053,0.0794,26.9099,26.7491,2.1237,2.3703,0.0794,25.4602,28.1,1
26.7491,2.1237,2.3703,0.0794,25.4602,27.1299,2.1539,2.4041,0.0794,25.8227,28.0818,2.2295,2.4884,0.0794,26.7287,28.3198,2.2484,2.5095,0.0794,26.9552,26.6159,2.1131,2.3585,0.0794,25.3334,27.96,1
26.6159,2.1131,2.3585,0.0794,25.3334,26.7491,2.1237,2.3703,0.0794,25.4602,27.1299,2.1539,2.4041,0.0794,25.8227,28.0818,2.2295,2.4884,0.0794,26.7287,26.7967,2.1275,2.3745,0.0794,25.5055,28.15,1
26.7967,2.1275,2.3745,0.0794,25.5055,26.6159,2.1131,2.3585,0.0794,25.3334,26.7491,2.1237,2.3703,0.0794,25.4602,27.1299,2.1539,2.4041,0.0794,25.8227,26.5968,2.1116,2.3568,0.0794,25.3153,27.94,1
26.5968,2.1116,2.3568,0.0794,25.3153,26.7967,2.1275,2.3745,0.0794,25.5055,26.6159,2.1131,2.3585,0.0794,25.3334,26.7491,2.1237,2.3703,0.0794,25.4602,27.1013,2.1517,2.4015,0.0794,25.7955,28.47,1
27.1013,2.1517,2.4015,0.0794,25.7955,26.5968,2.1116,2.3568,0.0794,25.3153,26.7967,2.1275,2.3745,0.0794,25.5055,26.6159,2.1131,2.3585,0.0794,25.3334,27.2251,2.1615,2.4125,0.0794,25.9133,28.6,1
27.2251,2.1615,2.4125,0.0794,25.9133,27.1013,2.1517,2.4015,0.0794,25.7955,26.5968,2.1116,2.3568,0.0794,25.3153,26.7967,2.1275,2.3745,0.0794,25.5055,28.2246,2.2409,2.5011,0.0794,26.8646,29.65,1
28.2246,2.2409,2.5011,0.0794,26.8646,27.2251,2.1615,2.4125,0.0794,25.9133,27.1013,2.1517,2.4015,0.0794,25.7955,26.5968,2.1116,2.3568,0.0794,25.3153,27.6059,2.1917,2.4462,0.0794,26.2757,29.0,1
27.6059,2.1917,2.4462,0.0794,26.2757,28.2246,2.2409,2.5011,0.0794,26.8646,27.2251,2.1615,2.4125,0.0794,25.9133,27.1013,2.1517,2.4015,0.0794,25.7955,27.0061,2.1441,2.3931,0.0794,25.7049,28.37,1
27.0061,2.1441,2.3931,0.0794,25.7049,27.6059,2.1917,2.4462,0.0794,26.2757,28.2246,2.2409,2.5011,0.0794,26.8646,27.2251,2.1615,2.4125,0.0794,25.9133,26.6539,2.1161,2.3619,0.0794,25.3696,28.0,1
26.6539,2.1161,2.3619,0.0794,25.3696,27.0061,2.1441,2.3931,0.0794,25.7049,27.6059,2.1917,2.4462,0.0794,26.2757,28.2246,2.2409,2.5011,0.0794,26.8646,26.4064,2.0965,2.3399,0.0794,25.1341,27.74,1
26.4064,2.0965,2.3399,0.0794,25.1341,26.6539,2.1161,2.3619,0.0794,25.3696,27.0061,2.1441,2.3931,0.0794,25.7049,27.6059,2.1917,2.4462,0.0794,26.2757,26.5111,2.1048,2.3492,0.0794,25.2337,27.85,1
26.5111,2.1048,2.3492,0.0794,25.2337,26.4064,2.0965,2.3399,0.0794,25.1341,26.6539,2.1161,2.3619,0.0794,25.3696,27.0061,2.1441,2.3931,0.0794,25.7049,27.3679,2.1728,2.4251,0.0794,26.0492,28.75,1
27.3679,2.1728,2.4251,0.0794,26.0492,26.5111,2.1048,2.3492,0.0794,25.2337,26.4064,2.0965,2.3399,0.0794,25.1341,26.6539,2.1161,2.3619,0.0794,25.3696,28.0818,2.2295,2.4884,0.0794,26.7287,29.5,1
28.0818,2.2295,2.4884,0.0794,26.7287,27.3679,2.1728,2.4251,0.0794,26.0492,26.5111,2.1048,2.3492,0.0794,25.2337,26.4064,2.0965,2.3399,0.0794,25.1341,27.9295,2.2174,2.4749,0.0794,26.5837,29.34,1
27.9295,2.2174,2.4749,0.0794,26.5837,28.0818,2.2295,2.4884,0.0794,26.7287,27.3679,2.1728,2.4251,0.0794,26.0492,26.5111,2.1048,2.3492,0.0794,25.2337,27.5107,2.1842,2.4378,0.0794,26.1851,28.9,1
27.5107,2.1842,2.4378,0.0794,26.1851,27.9295,2.2174,2.4749,0.0794,26.5837,28.0818,2.2295,2.4884,0.0794,26.7287,27.3679,2.1728,2.4251,0.0794,26.0492,26.9585,2.1403,2.3889,0.0794,25.6596,28.32,1
26.9585,2.1403,2.3889,0.0794,25.6596,27.5107,2.1842,2.4378,0.0794,26.1851,27.9295,2.2174,2.4749,0.0794,26.5837,28.0818,2.2295,2.4884,0.0794,26.7287,27.92,2.2167,2.4741,0.0794,26.5747,29.33,1
27.92,2.2167,2.4741,0.0794,26.5747,26.9585,2.1403,2.3889,0.0794,25.6596,27.5107,2.1842,2.4378,0.0794,26.1851,27.9295,2.2174,2.4749,0.0794,26.5837,28.3388,2.2499,2.5112,0.0794,26.9734,29.77,1
