@RELATION "B3 - KEPL3"

@ATTRIBUTE cotacao1 NUMERIC
@ATTRIBUTE high1 NUMERIC
@ATTRIBUTE low1 NUMERIC
@ATTRIBUTE open1 NUMERIC
@ATTRIBUTE volume1 NUMERIC
@ATTRIBUTE cotacao2 NUMERIC
@ATTRIBUTE high2 NUMERIC
@ATTRIBUTE low2 NUMERIC
@ATTRIBUTE open2 NUMERIC
@ATTRIBUTE volume2 NUMERIC
@ATTRIBUTE cotacao3 NUMERIC
@ATTRIBUTE high3 NUMERIC
@ATTRIBUTE low3 NUMERIC
@ATTRIBUTE open3 NUMERIC
@ATTRIBUTE volume3 NUMERIC
@ATTRIBUTE cotacao4 NUMERIC
@ATTRIBUTE high4 NUMERIC
@ATTRIBUTE low4 NUMERIC
@ATTRIBUTE open4 NUMERIC
@ATTRIBUTE volume4 NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
1.9166,1.9999,1.9166,1.9999,4542.9727,1.9166,1.9999,1.9166,1.9166,13012.6839,1.9166,1.9999,1.9166,1.9166,15768.0372,1.9999,1.9999,1.9166,1.9166,8301.8219,1.9999,1.9999,1.9166,1.9166,16085.2149,0
1.9999,1.9999,1.9166,1.9166,16085.2149,1.9166,1.9999,1.9166,1.9999,4542.9727,1.9166,1.9999,1.9166,1.9166,13012.6839,1.9166,1.9999,1.9166,1.9166,15768.0372,1.9166,1.9999,1.9166,1.9999,15610.9485,0
1.9166,1.9999,1.9166,1.9999,15610.9485,1.9999,1.9999,1.9166,1.9166,16085.2149,1.9166,1.9999,1.9166,1.9999,4542.9727,1.9166,1.9999,1.9166,1.9166,13012.6839,1.9999,1.9999,1.9166,1.9999,10522.6654,0
1.9999,1.9999,1.9166,1.9999,10522.6654,1.9166,1.9999,1.9166,1.9999,15610.9485,1.9999,1.9999,1.9166,1.9166,16085.2149,1.9166,1.9999,1.9166,1.9999,4542.9727,1.9166,1.9999,1.9166,1.9999,11335.1106,0
1.9166,1.9999,1.9166,1.9999,11335.1106,1.9999,1.9999,1.9166,1.9999,10522.6654,1.9166,1.9999,1.9166,1.9999,15610.9485,1.9999,1.9999,1.9166,1.9166,16085.2149,1.9999,1.9999,1.9166,1.9999,22478.4505,0
1.9999,1.9999,1.9166,1.9999,22478.4505,1.9166,1.9999,1.9166,1.9999,11335.1106,1.9999,1.9999,1.9166,1.9999,10522.6654,1.9166,1.9999,1.9166,1.9999,15610.9485,1.9166,1.9999,1.9166,1.9999,15978.7689,0
1.9166,1.9999,1.9166,1.9999,15978.7689,1.9999,1.9999,1.9166,1.9999,22478.4505,1.9166,1.9999,1.9166,1.9999,11335.1106,1.9999,1.9999,1.9166,1.9999,10522.6654,1.9166,1.9999,1.9166,1.9166,13006.9236,0
1.9166,1.9999,1.9166,1.9166,13006.9236,1.9166,1.9999,1.9166,1.9999,15978.7689,1.9999,1.9999,1.9166,1.9999,22478.4505,1.9166,1.9999,1.9166,1.9999,11335.1106,1.9999,1.9999,1.9166,1.9166,78835.1458,0
1.9999,1.9999,1.9166,1.9166,78835.1458,1.9166,1.9999,1.9166,1.9166,13006.9236,1.9166,1.9999,1.9166,1.9999,15978.7689,1.9999,1.9999,1.9166,1.9999,22478.4505,1.9166,1.9999,1.9166,1.9166,25095.9162,0
1.9166,1.9999,1.9166,1.9166,25095.9162,1.9999,1.9999,1.9166,1.9166,78835.1458,1.9166,1.9999,1.9166,1.9166,13006.9236,1.9166,1.9999,1.9166,1.9999,15978.7689,1.9166,1.9999,1.9166,1.9166,62486.7563,0
1.9166,1.9999,1.9166,1.9166,62486.7563,1.9166,1.9999,1.9166,1.9166,25095.9162,1.9999,1.9999,1.9166,1.9166,78835.1458,1.9166,1.9999,1.9166,1.9166,13006.9236,1.9166,1.9166,1.8332,1.9166,5659.6349,0
1.9166,1.9166,1.8332,1.9166,5659.6349,1.9166,1.9999,1.9166,1.9166,62486.7563,1.9166,1.9999,1.9166,1.9166,25095.9162,1.9999,1.9999,1.9166,1.9166,78835.1458,1.9166,1.9166,1.8332,1.9166,21281.3839,0
1.9166,1.9166,1.8332,1.9166,21281.3839,1.9166,1.9166,1.8332,1.9166,5659.6349,1.9166,1.9999,1.9166,1.9166,62486.7563,1.9166,1.9999,1.9166,1.9166,25095.9162,1.9166,1.9166,1.8332,1.9166,11361.5121,0
1.9166,1.9166,1.8332,1.9166,11361.5121,1.9166,1.9166,1.8332,1.9166,21281.3839,1.9166,1.9166,1.8332,1.9166,5659.6349,1.9166,1.9999,1.9166,1.9166,62486.7563,1.8332,1.9166,1.8332,1.8332,15993.0497,0
1.8332,1.9166,1.8332,1.8332,15993.0497,1.9166,1.9166,1.8332,1.9166,11361.5121,1.9166,1.9166,1.8332,1.9166,21281.3839,1.9166,1.9166,1.8332,1.9166,5659.6349,1.9166,1.9166,1.8332,1.8332,76599.1814,0
1.9166,1.9166,1.8332,1.8332,76599.1814,1.8332,1.9166,1.8332,1.8332,15993.0497,1.9166,1.9166,1.8332,1.9166,11361.5121,1.9166,1.9166,1.8332,1.9166,21281.3839,1.9166,1.9999,1.8332,1.9166,18878.1302,0
1.9166,1.9999,1.8332,1.9166,18878.1302,1.9166,1.9166,1.8332,1.8332,76599.1814,1.8332,1.9166,1.8332,1.8332,15993.0497,1.9166,1.9166,1.8332,1.9166,11361.5121,1.8332,1.9999,1.8332,1.9166,5779.5215,0
1.8332,1.9999,1.8332,1.9166,5779.5215,1.9166,1.9999,1.8332,1.9166,18878.1302,1.9166,1.9166,1.8332,1.8332,76599.1814,1.8332,1.9166,1.8332,1.8332,15993.0497,1.8332,1.9166,1.8332,1.8332,40841.2721,0
