@RELATION "B3 - CIEL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
19.2274,22.9264,8.7496,1.1924,16.2001,19.5965,23.3666,8.9176,1.1924,16.5111,19.1939,22.8864,8.7344,1.1924,16.1718,18.6905,22.2863,8.5053,1.1924,15.7477,18.6637,22.2543,8.4931,1.1924,15.7251,18.9925,22.6464,8.6428,1.1924,16.0022,13.6478,1
18.9925,22.6464,8.6428,1.1924,16.0022,19.2274,22.9264,8.7496,1.1924,16.2001,19.5965,23.3666,8.9176,1.1924,16.5111,19.1939,22.8864,8.7344,1.1924,16.1718,18.6905,22.2863,8.5053,1.1924,15.7477,19.0093,22.6664,8.6504,1.1924,16.0163,13.6598,1
19.0093,22.6664,8.6504,1.1924,16.0163,18.9925,22.6464,8.6428,1.1924,16.0022,19.2274,22.9264,8.7496,1.1924,16.2001,19.5965,23.3666,8.9176,1.1924,16.5111,19.1939,22.8864,8.7344,1.1924,16.1718,18.9523,22.5984,8.6244,1.1924,15.9683,13.6188,1
18.9523,22.5984,8.6244,1.1924,15.9683,19.0093,22.6664,8.6504,1.1924,16.0163,18.9925,22.6464,8.6428,1.1924,16.0022,19.2274,22.9264,8.7496,1.1924,16.2001,19.5965,23.3666,8.9176,1.1924,16.5111,19.6133,23.3866,8.9252,1.1924,16.5252,14.0938,1
19.6133,23.3866,8.9252,1.1924,16.5252,18.9523,22.5984,8.6244,1.1924,15.9683,19.0093,22.6664,8.6504,1.1924,16.0163,18.9925,22.6464,8.6428,1.1924,16.0022,19.2274,22.9264,8.7496,1.1924,16.2001,19.9824,23.8267,9.0932,1.1924,16.8362,14.3591,1
19.9824,23.8267,9.0932,1.1924,16.8362,19.6133,23.3866,8.9252,1.1924,16.5252,18.9523,22.5984,8.6244,1.1924,15.9683,19.0093,22.6664,8.6504,1.1924,16.0163,18.9925,22.6464,8.6428,1.1924,16.0022,20.2509,24.1468,9.2154,1.1924,17.0624,14.552,1
20.2509,24.1468,9.2154,1.1924,17.0624,19.9824,23.8267,9.0932,1.1924,16.8362,19.6133,23.3866,8.9252,1.1924,16.5252,18.9523,22.5984,8.6244,1.1924,15.9683,19.0093,22.6664,8.6504,1.1924,16.0163,19.7979,23.6066,9.0092,1.1924,16.6807,14.2265,1
19.7979,23.6066,9.0092,1.1924,16.6807,20.2509,24.1468,9.2154,1.1924,17.0624,19.9824,23.8267,9.0932,1.1924,16.8362,19.6133,23.3866,8.9252,1.1924,16.5252,18.9523,22.5984,8.6244,1.1924,15.9683,19.6301,23.4066,8.9329,1.1924,16.5394,14.1059,1
19.6301,23.4066,8.9329,1.1924,16.5394,19.7979,23.6066,9.0092,1.1924,16.6807,20.2509,24.1468,9.2154,1.1924,17.0624,19.9824,23.8267,9.0932,1.1924,16.8362,19.6133,23.3866,8.9252,1.1924,16.5252,19.1469,22.8304,8.713,1.1924,16.1322,13.7587,1
19.1469,22.8304,8.713,1.1924,16.1322,19.6301,23.4066,8.9329,1.1924,16.5394,19.7979,23.6066,9.0092,1.1924,16.6807,20.2509,24.1468,9.2154,1.1924,17.0624,19.9824,23.8267,9.0932,1.1924,16.8362,18.959,22.6064,8.6275,1.1924,15.9739,13.6236,1
18.959,22.6064,8.6275,1.1924,15.9739,19.1469,22.8304,8.713,1.1924,16.1322,19.6301,23.4066,8.9329,1.1924,16.5394,19.7979,23.6066,9.0092,1.1924,16.6807,20.2509,24.1468,9.2154,1.1924,17.0624,18.4422,21.9902,8.3923,1.1924,15.5385,13.2523,1
18.4422,21.9902,8.3923,1.1924,15.5385,18.959,22.6064,8.6275,1.1924,15.9739,19.1469,22.8304,8.713,1.1924,16.1322,19.6301,23.4066,8.9329,1.1924,16.5394,19.7979,23.6066,9.0092,1.1924,16.6807,18.1838,21.6821,8.2747,1.1924,15.3208,13.0666,1
