@RELATION "B3 - ODPV3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
34.5924,6.5896,6.2155,0.1905,27.5432,35.0346,6.6738,6.2949,0.1905,27.8953,36.6726,6.9878,6.5851,0.1905,30.048,36.6015,6.9742,6.5723,0.1905,29.9898,35.3578,6.7373,6.349,0.1905,28.9707,34.6944,6.609,6.2338,0.1905,27.6245,9.533,0
34.6944,6.609,6.2338,0.1905,27.6245,34.5924,6.5896,6.2155,0.1905,27.5432,35.0346,6.6738,6.2949,0.1905,27.8953,36.6726,6.9878,6.5851,0.1905,30.048,36.6015,6.9742,6.5723,0.1905,29.9898,37.0754,7.0626,6.6616,0.1905,29.5203,10.1873,0
37.0754,7.0626,6.6616,0.1905,29.5203,34.6944,6.609,6.2338,0.1905,27.6245,34.5924,6.5896,6.2155,0.1905,27.5432,35.0346,6.6738,6.2949,0.1905,27.8953,36.6726,6.9878,6.5851,0.1905,30.048,36.3951,6.933,6.5394,0.1905,28.9786,10.0003,0
36.3951,6.933,6.5394,0.1905,28.9786,37.0754,7.0626,6.6616,0.1905,29.5203,34.6944,6.609,6.2338,0.1905,27.6245,34.5924,6.5896,6.2155,0.1905,27.5432,35.0346,6.6738,6.2949,0.1905,27.8953,37.0754,7.0626,6.6616,0.1905,29.5203,10.1873,0
37.0754,7.0626,6.6616,0.1905,29.5203,36.3951,6.933,6.5394,0.1905,28.9786,37.0754,7.0626,6.6616,0.1905,29.5203,34.6944,6.609,6.2338,0.1905,27.6245,34.5924,6.5896,6.2155,0.1905,27.5432,37.2115,7.0885,6.6861,0.1905,29.6286,10.2247,0
37.2115,7.0885,6.6861,0.1905,29.6286,37.0754,7.0626,6.6616,0.1905,29.5203,36.3951,6.933,6.5394,0.1905,28.9786,37.0754,7.0626,6.6616,0.1905,29.5203,34.6944,6.609,6.2338,0.1905,27.6245,37.4836,7.1403,6.735,0.1905,29.8453,10.2994,0
37.4836,7.1403,6.735,0.1905,29.8453,37.2115,7.0885,6.6861,0.1905,29.6286,37.0754,7.0626,6.6616,0.1905,29.5203,36.3951,6.933,6.5394,0.1905,28.9786,37.0754,7.0626,6.6616,0.1905,29.5203,38.436,7.3218,6.9061,0.1905,30.6036,10.5611,0
38.436,7.3218,6.9061,0.1905,30.6036,37.4836,7.1403,6.735,0.1905,29.8453,37.2115,7.0885,6.6861,0.1905,29.6286,37.0754,7.0626,6.6616,0.1905,29.5203,36.3951,6.933,6.5394,0.1905,28.9786,38.7081,7.3736,6.955,0.1905,30.8202,10.6359,0
38.7081,7.3736,6.955,0.1905,30.8202,38.436,7.3218,6.9061,0.1905,30.6036,37.4836,7.1403,6.735,0.1905,29.8453,37.2115,7.0885,6.6861,0.1905,29.6286,37.0754,7.0626,6.6616,0.1905,29.5203,38.6061,7.3542,6.9367,0.1905,30.739,10.6078,0
38.6061,7.3542,6.9367,0.1905,30.739,38.7081,7.3736,6.955,0.1905,30.8202,38.436,7.3218,6.9061,0.1905,30.6036,37.4836,7.1403,6.735,0.1905,29.8453,37.2115,7.0885,6.6861,0.1905,29.6286,36.7693,7.0043,6.6066,0.1905,29.2765,10.1032,0
36.7693,7.0043,6.6066,0.1905,29.2765,38.6061,7.3542,6.9367,0.1905,30.739,38.7081,7.3736,6.955,0.1905,30.8202,38.436,7.3218,6.9061,0.1905,30.6036,37.4836,7.1403,6.735,0.1905,29.8453,38.7421,7.3801,6.9611,0.1905,30.8473,10.6452,0
38.7421,7.3801,6.9611,0.1905,30.8473,36.7693,7.0043,6.6066,0.1905,29.2765,38.6061,7.3542,6.9367,0.1905,30.739,38.7081,7.3736,6.955,0.1905,30.8202,38.436,7.3218,6.9061,0.1905,30.6036,36.055,6.8682,6.4783,0.1905,28.7078,9.9069,0
36.055,6.8682,6.4783,0.1905,28.7078,38.7421,7.3801,6.9611,0.1905,30.8473,36.7693,7.0043,6.6066,0.1905,29.2765,38.6061,7.3542,6.9367,0.1905,30.739,38.7081,7.3736,6.955,0.1905,30.8202,35.5788,6.7775,6.3927,0.1905,28.3286,9.776,0
35.5788,6.7775,6.3927,0.1905,28.3286,36.055,6.8682,6.4783,0.1905,28.7078,38.7421,7.3801,6.9611,0.1905,30.8473,36.7693,7.0043,6.6066,0.1905,29.2765,38.6061,7.3542,6.9367,0.1905,30.739,36.7013,6.9913,6.5944,0.1905,29.2223,10.0845,0
36.7013,6.9913,6.5944,0.1905,29.2223,35.5788,6.7775,6.3927,0.1905,28.3286,36.055,6.8682,6.4783,0.1905,28.7078,38.7421,7.3801,6.9611,0.1905,30.8473,36.7693,7.0043,6.6066,0.1905,29.2765,35.8509,6.8293,6.4416,0.1905,28.5453,9.8508,0
35.8509,6.8293,6.4416,0.1905,28.5453,36.7013,6.9913,6.5944,0.1905,29.2223,35.5788,6.7775,6.3927,0.1905,28.3286,36.055,6.8682,6.4783,0.1905,28.7078,38.7421,7.3801,6.9611,0.1905,30.8473,34.6944,6.609,6.2338,0.1905,27.6245,9.533,0
34.6944,6.609,6.2338,0.1905,27.6245,35.8509,6.8293,6.4416,0.1905,28.5453,36.7013,6.9913,6.5944,0.1905,29.2223,35.5788,6.7775,6.3927,0.1905,28.3286,36.055,6.8682,6.4783,0.1905,28.7078,34.8645,6.6414,6.2644,0.1905,27.7599,9.5798,0
34.8645,6.6414,6.2644,0.1905,27.7599,34.6944,6.609,6.2338,0.1905,27.6245,35.8509,6.8293,6.4416,0.1905,28.5453,36.7013,6.9913,6.5944,0.1905,29.2223,35.5788,6.7775,6.3927,0.1905,28.3286,34.4563,6.5637,6.191,0.1905,27.4349,9.4676,0
34.4563,6.5637,6.191,0.1905,27.4349,34.8645,6.6414,6.2644,0.1905,27.7599,34.6944,6.609,6.2338,0.1905,27.6245,35.8509,6.8293,6.4416,0.1905,28.5453,36.7013,6.9913,6.5944,0.1905,29.2223,35.2047,6.7062,6.3255,0.1905,28.0307,9.6732,0
35.2047,6.7062,6.3255,0.1905,28.0307,34.4563,6.5637,6.191,0.1905,27.4349,34.8645,6.6414,6.2644,0.1905,27.7599,34.6944,6.609,6.2338,0.1905,27.6245,35.8509,6.8293,6.4416,0.1905,28.5453,35.2047,6.7062,6.3255,0.1905,28.0307,9.6732,0
35.2047,6.7062,6.3255,0.1905,28.0307,35.2047,6.7062,6.3255,0.1905,28.0307,34.4563,6.5637,6.191,0.1905,27.4349,34.8645,6.6414,6.2644,0.1905,27.7599,34.6944,6.609,6.2338,0.1905,27.6245,35.7149,6.8034,6.4172,0.1905,28.4369,9.8134,0
35.7149,6.8034,6.4172,0.1905,28.4369,35.2047,6.7062,6.3255,0.1905,28.0307,35.2047,6.7062,6.3255,0.1905,28.0307,34.4563,6.5637,6.191,0.1905,27.4349,34.8645,6.6414,6.2644,0.1905,27.7599,36.7353,6.9978,6.6005,0.1905,29.2494,10.0938,0
36.7353,6.9978,6.6005,0.1905,29.2494,35.7149,6.8034,6.4172,0.1905,28.4369,35.2047,6.7062,6.3255,0.1905,28.0307,35.2047,6.7062,6.3255,0.1905,28.0307,34.4563,6.5637,6.191,0.1905,27.4349,35.7149,6.8034,6.4172,0.1905,28.4369,9.8134,0
35.7149,6.8034,6.4172,0.1905,28.4369,36.7353,6.9978,6.6005,0.1905,29.2494,35.7149,6.8034,6.4172,0.1905,28.4369,35.2047,6.7062,6.3255,0.1905,28.0307,35.2047,6.7062,6.3255,0.1905,28.0307,36.5312,6.9589,6.5639,0.1905,29.0869,10.0377,0
36.5312,6.9589,6.5639,0.1905,29.0869,35.7149,6.8034,6.4172,0.1905,28.4369,36.7353,6.9978,6.6005,0.1905,29.2494,35.7149,6.8034,6.4172,0.1905,28.4369,35.2047,6.7062,6.3255,0.1905,28.0307,36.5312,6.9589,6.5639,0.1905,29.0869,10.0377,0
36.5312,6.9589,6.5639,0.1905,29.0869,36.5312,6.9589,6.5639,0.1905,29.0869,35.7149,6.8034,6.4172,0.1905,28.4369,36.7353,6.9978,6.6005,0.1905,29.2494,35.7149,6.8034,6.4172,0.1905,28.4369,36.3271,6.92,6.5272,0.1905,28.9244,9.9817,0
36.3271,6.92,6.5272,0.1905,28.9244,36.5312,6.9589,6.5639,0.1905,29.0869,36.5312,6.9589,6.5639,0.1905,29.0869,35.7149,6.8034,6.4172,0.1905,28.4369,36.7353,6.9978,6.6005,0.1905,29.2494,35.8169,6.8228,6.4355,0.1905,28.5182,9.8415,0
35.8169,6.8228,6.4355,0.1905,28.5182,36.3271,6.92,6.5272,0.1905,28.9244,36.5312,6.9589,6.5639,0.1905,29.0869,36.5312,6.9589,6.5639,0.1905,29.0869,35.7149,6.8034,6.4172,0.1905,28.4369,36.2251,6.9006,6.5089,0.1905,28.8432,9.9536,0
36.2251,6.9006,6.5089,0.1905,28.8432,35.8169,6.8228,6.4355,0.1905,28.5182,36.3271,6.92,6.5272,0.1905,28.9244,36.5312,6.9589,6.5639,0.1905,29.0869,36.5312,6.9589,6.5639,0.1905,29.0869,37.1094,7.0691,6.6678,0.1905,29.5473,10.1966,0
37.1094,7.0691,6.6678,0.1905,29.5473,36.2251,6.9006,6.5089,0.1905,28.8432,35.8169,6.8228,6.4355,0.1905,28.5182,36.3271,6.92,6.5272,0.1905,28.9244,36.5312,6.9589,6.5639,0.1905,29.0869,37.6197,7.1662,6.7594,0.1905,29.9536,10.3368,0
37.6197,7.1662,6.7594,0.1905,29.9536,37.1094,7.0691,6.6678,0.1905,29.5473,36.2251,6.9006,6.5089,0.1905,28.8432,35.8169,6.8228,6.4355,0.1905,28.5182,36.3271,6.92,6.5272,0.1905,28.9244,37.6537,7.1727,6.7655,0.1905,29.9807,10.3462,0
37.6537,7.1727,6.7655,0.1905,29.9807,37.6197,7.1662,6.7594,0.1905,29.9536,37.1094,7.0691,6.6678,0.1905,29.5473,36.2251,6.9006,6.5089,0.1905,28.8432,35.8169,6.8228,6.4355,0.1905,28.5182,38.0278,7.244,6.8328,0.1905,30.2786,10.449,0
38.0278,7.244,6.8328,0.1905,30.2786,37.6537,7.1727,6.7655,0.1905,29.9807,37.6197,7.1662,6.7594,0.1905,29.9536,37.1094,7.0691,6.6678,0.1905,29.5473,36.2251,6.9006,6.5089,0.1905,28.8432,36.8033,7.0107,6.6127,0.1905,29.3036,10.1125,0
36.8033,7.0107,6.6127,0.1905,29.3036,38.0278,7.244,6.8328,0.1905,30.2786,37.6537,7.1727,6.7655,0.1905,29.9807,37.6197,7.1662,6.7594,0.1905,29.9536,37.1094,7.0691,6.6678,0.1905,29.5473,34.8645,6.6414,6.2644,0.1905,27.7599,9.5798,0
34.8645,6.6414,6.2644,0.1905,27.7599,36.8033,7.0107,6.6127,0.1905,29.3036,38.0278,7.244,6.8328,0.1905,30.2786,37.6537,7.1727,6.7655,0.1905,29.9807,37.6197,7.1662,6.7594,0.1905,29.9536,35.0346,6.6738,6.2949,0.1905,27.8953,9.6265,0
35.0346,6.6738,6.2949,0.1905,27.8953,34.8645,6.6414,6.2644,0.1905,27.7599,36.8033,7.0107,6.6127,0.1905,29.3036,38.0278,7.244,6.8328,0.1905,30.2786,37.6537,7.1727,6.7655,0.1905,29.9807,34.4563,6.5637,6.191,0.1905,27.4349,9.4676,0
